route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
9-1,19_1,1582398813-19,MOSSON,1,1,,
9-1,19_1,1582398211-19,ODYSSEUM,1,0,,
9-1,19_1,1582398391-19,MOSSON,1,1,,
9-1,19_1,1582398812-19,MOSSON,1,1,,
9-1,19_1,1582398032-19,ODYSSEUM,1,0,,
9-1,19_1,1582398814-19,MOSSON,1,1,,
9-1,19_1,1582398029-19,ODYSSEUM,1,0,,
9-1,19_1,1582398815-19,MOSSON,1,1,,
9-1,19_1,1582398030-19,ODYSSEUM,1,0,,
9-1,19_1,1582398212-19,MOSSON,1,1,,
9-1,19_1,1582398026-19,ODYSSEUM,1,0,,
9-1,19_1,1582398234-19,ODYSSEUM,1,0,,
9-1,19_1,1582398854-19,MOSSON,1,1,,
9-1,19_1,1582398025-19,ODYSSEUM,1,0,,
9-1,19_1,1582398233-19,ODYSSEUM,1,0,,
9-1,19_1,1582398816-19,MOSSON,1,1,,
9-1,19_1,1582398217-19,ODYSSEUM,1,0,,
9-1,19_1,1582398031-19,MOSSON,1,1,,
9-1,19_1,1582398113-19,ODYSSEUM,1,0,,
9-1,19_1,1582398817-19,MOSSON,1,1,,
9-1,19_1,1582398219-19,ODYSSEUM,1,0,,
9-1,19_1,1582398312-19,ODYSSEUM,1,0,,
9-1,19_1,1582398024-19,ODYSSEUM,1,0,,
9-1,19_1,1582398855-19,MOSSON,1,1,,
9-1,19_1,1582398209-19,ODYSSEUM,1,0,,
9-1,19_1,1582398304-19,ODYSSEUM,1,0,,
9-1,19_1,1582398028-19,MOSSON,1,1,,
9-1,19_1,1582398276-19,ODYSSEUM,1,0,,
9-1,19_1,1582398256-19,ODYSSEUM,1,0,,
9-1,19_1,1582398023-19,ODYSSEUM,1,0,,
9-1,19_1,1582398225-19,ODYSSEUM,1,0,,
9-1,19_1,1582398027-19,MOSSON,1,1,,
9-1,19_1,1582398880-19,MOSSON,1,1,,
9-1,19_1,1582398112-19,ODYSSEUM,1,0,,
9-1,19_1,1582398226-19,ODYSSEUM,1,0,,
9-1,19_1,1582398022-19,MOSSON,1,1,,
9-1,19_1,1582398021-19,ODYSSEUM,1,0,,
9-1,19_1,1582398218-19,ODYSSEUM,1,0,,
9-1,19_1,1582398818-19,MOSSON,1,1,,
9-1,19_1,1582398328-19,MOSSON,1,1,,
9-1,19_1,1582398092-19,ODYSSEUM,1,0,,
9-1,19_1,1582398227-19,ODYSSEUM,1,0,,
9-1,19_1,1582398307-19,OCCITANIE,1,1,,
9-1,19_1,1582398237-19,ODYSSEUM,1,0,,
9-1,19_1,1582398315-19,MOSSON,1,1,,
9-1,19_1,1582398093-19,ODYSSEUM,1,0,,
9-1,19_1,1582398329-19,OCCITANIE,1,1,,
9-1,19_1,1582398076-19,MOSSON,1,1,,
9-1,19_1,1582398251-19,ODYSSEUM,1,0,,
9-1,19_1,1582398879-19,MOSSON,1,1,,
9-1,19_1,1582398327-19,MOSSON,1,1,,
9-1,19_1,1582398313-19,ODYSSEUM,1,0,,
9-1,19_1,1582398301-19,OCCITANIE,1,1,,
9-1,19_1,1582398330-19,ODYSSEUM,1,0,,
9-1,19_1,1582398235-19,MOSSON,1,1,,
9-1,19_1,1582398094-19,ODYSSEUM,1,0,,
9-1,19_1,1582398229-19,MOSSON,1,1,,
9-1,19_1,1582398274-19,ODYSSEUM,1,0,,
9-1,19_1,1582398325-19,ODYSSEUM,1,0,,
9-1,19_1,1582398885-19,OCCITANIE,1,1,,
9-1,19_1,1582398272-19,MOSSON,1,1,,
9-1,19_1,1582398077-19,MOSSON,1,1,,
9-1,19_1,1582398320-19,ODYSSEUM,1,0,,
9-1,19_1,1582398273-19,OCCITANIE,1,1,,
9-1,19_1,1582398078-19,MOSSON,1,1,,
9-1,19_1,1582398322-19,MOSSON,1,1,,
9-1,19_1,1582398884-19,ODYSSEUM,1,0,,
9-1,19_1,1582398857-19,MOSSON,1,1,,
9-1,19_1,1582398314-19,ODYSSEUM,1,0,,
9-1,19_1,1582398079-19,MOSSON,1,1,,
9-1,19_1,1582398323-19,MOSSON,1,1,,
9-1,19_1,1582398324-19,ODYSSEUM,1,0,,
9-1,19_1,1582398080-19,MOSSON,1,1,,
9-1,19_1,1582398296-19,ODYSSEUM,1,0,,
9-1,19_1,1582398883-19,ODYSSEUM,1,0,,
9-1,19_1,1582398321-19,MOSSON,1,1,,
9-1,19_1,1582398228-19,MOSSON,1,1,,
9-1,19_1,1582398881-19,ODYSSEUM,1,0,,
9-1,19_1,1582398278-19,ODYSSEUM,1,0,,
9-1,19_1,1582398326-19,MOSSON,1,1,,
9-1,19_1,1582398081-19,MOSSON,1,1,,
9-1,19_1,1582398095-19,ODYSSEUM,1,0,,
9-1,19_1,1582398277-19,MOSSON,1,1,,
9-1,19_1,1582398886-19,ODYSSEUM,1,0,,
9-1,19_1,1582398858-19,ODYSSEUM,1,0,,
9-1,19_1,1582398279-19,MOSSON,1,1,,
9-1,19_1,1582398912-19,ODYSSEUM,1,0,,
9-1,19_1,1582398306-19,MOSSON,1,1,,
9-1,19_1,1582398275-19,ODYSSEUM,1,0,,
9-1,19_1,1582398400-19,ODYSSEUM,1,0,,
9-1,19_1,1582398280-19,MOSSON,1,1,,
9-1,19_1,1582398316-19,ODYSSEUM,1,0,,
9-1,19_1,1582398308-19,MOSSON,1,1,,
9-1,19_1,1582398096-19,ODYSSEUM,1,0,,
9-1,19_1,1582398258-19,MOSSON,1,1,,
9-1,19_1,1582398309-19,MOSSON,1,1,,
9-1,19_1,1582398097-19,ODYSSEUM,1,0,,
9-1,19_1,1582398082-19,MOSSON,1,1,,
9-1,19_1,1582398261-19,ODYSSEUM,1,0,,
9-1,19_1,1582398310-19,MOSSON,1,1,,
9-1,19_1,1582398098-19,ODYSSEUM,1,0,,
9-1,19_1,1582398271-19,MOSSON,1,1,,
9-1,19_1,1582398099-19,ODYSSEUM,1,0,,
9-1,19_1,1582398317-19,MOSSON,1,1,,
9-1,19_1,1582398100-19,ODYSSEUM,1,0,,
9-1,19_1,1582398250-19,MOSSON,1,1,,
9-1,19_1,1582398311-19,MOSSON,1,1,,
9-1,19_1,1582398101-19,ODYSSEUM,1,0,,
9-1,19_1,1582398236-19,MOSSON,1,1,,
9-1,19_1,1582398262-19,ODYSSEUM,1,0,,
9-1,19_1,1582398281-19,MOSSON,1,1,,
9-1,19_1,1582398102-19,ODYSSEUM,1,0,,
9-1,19_1,1582398083-19,MOSSON,1,1,,
9-1,19_1,1582398114-19,ODYSSEUM,1,0,,
9-1,19_1,1582398084-19,MOSSON,1,1,,
9-1,19_1,1582398401-19,MOSSON,1,1,,
9-1,19_1,1582398115-19,ODYSSEUM,1,0,,
9-1,19_1,1582398914-19,MOSSON,1,1,,
9-1,19_1,1582398116-19,ODYSSEUM,1,0,,
9-1,19_1,1582398157-19,MOSSON,1,1,,
9-1,19_1,1582398263-19,ODYSSEUM,1,0,,
9-1,19_1,1582398252-19,MOSSON,1,1,,
9-1,19_1,1582398117-19,ODYSSEUM,1,0,,
9-1,19_1,1582398158-19,MOSSON,1,1,,
9-1,19_1,1582398118-19,ODYSSEUM,1,0,,
9-1,19_1,1582398255-19,MOSSON,1,1,,
9-1,19_1,1582398119-19,ODYSSEUM,1,0,,
9-1,19_1,1582398159-19,MOSSON,1,1,,
9-1,19_1,1582398120-19,ODYSSEUM,1,0,,
9-1,19_1,1582398160-19,MOSSON,1,1,,
9-1,19_1,1582398264-19,ODYSSEUM,1,0,,
9-1,19_1,1582398161-19,MOSSON,1,1,,
9-1,19_1,1582398121-19,ODYSSEUM,1,0,,
9-1,19_1,1582398162-19,MOSSON,1,1,,
9-1,19_1,1582398122-19,ODYSSEUM,1,0,,
9-1,19_1,1582398257-19,MOSSON,1,1,,
9-1,19_1,1582398123-19,ODYSSEUM,1,0,,
9-1,19_1,1582398163-19,MOSSON,1,1,,
9-1,19_1,1582398124-19,ODYSSEUM,1,0,,
9-1,19_1,1582398164-19,MOSSON,1,1,,
9-1,19_1,1582398125-19,ODYSSEUM,1,0,,
9-1,19_1,1582398165-19,MOSSON,1,1,,
9-1,19_1,1582398265-19,ODYSSEUM,1,0,,
9-1,19_1,1582398166-19,MOSSON,1,1,,
9-1,19_1,1582398126-19,ODYSSEUM,1,0,,
9-1,19_1,1582398254-19,MOSSON,1,1,,
9-1,19_1,1582398127-19,ODYSSEUM,1,0,,
9-1,19_1,1582398167-19,MOSSON,1,1,,
9-1,19_1,1582398128-19,ODYSSEUM,1,0,,
9-1,19_1,1582398168-19,MOSSON,1,1,,
9-1,19_1,1582398129-19,ODYSSEUM,1,0,,
9-1,19_1,1582398169-19,MOSSON,1,1,,
9-1,19_1,1582398266-19,ODYSSEUM,1,0,,
9-1,19_1,1582398253-19,MOSSON,1,1,,
9-1,19_1,1582398294-19,ODYSSEUM,1,0,,
9-1,19_1,1582398170-19,MOSSON,1,1,,
9-1,19_1,1582398293-19,ODYSSEUM,1,0,,
9-1,19_1,1582398171-19,MOSSON,1,1,,
9-1,19_1,1582398130-19,ODYSSEUM,1,0,,
9-1,19_1,1582398291-19,MOSSON,1,1,,
9-1,19_1,1582398131-19,ODYSSEUM,1,0,,
9-1,19_1,1582398292-19,MOSSON,1,1,,
9-1,19_1,1582398132-19,ODYSSEUM,1,0,,
9-1,19_1,1582398172-19,MOSSON,1,1,,
9-1,19_1,1582398267-19,ODYSSEUM,1,0,,
9-1,19_1,1582398173-19,MOSSON,1,1,,
9-1,19_1,1582398133-19,ODYSSEUM,1,0,,
9-1,19_1,1582398260-19,MOSSON,1,1,,
9-1,19_1,1582398134-19,ODYSSEUM,1,0,,
9-1,19_1,1582398174-19,MOSSON,1,1,,
9-1,19_1,1582398135-19,ODYSSEUM,1,0,,
9-1,19_1,1582398175-19,MOSSON,1,1,,
9-1,19_1,1582398136-19,ODYSSEUM,1,0,,
9-1,19_1,1582398176-19,MOSSON,1,1,,
9-1,19_1,1582398295-19,ODYSSEUM,1,0,,
9-1,19_1,1582398177-19,MOSSON,1,1,,
9-1,19_1,1582398137-19,ODYSSEUM,1,0,,
9-1,19_1,1582398179-19,MOSSON,1,1,,
9-1,19_1,1582398866-19,ODYSSEUM,1,0,,
9-1,19_1,1582398180-19,MOSSON,1,1,,
9-1,19_1,1582398138-19,ODYSSEUM,1,0,,
9-1,19_1,1582398181-19,MOSSON,1,1,,
9-1,19_1,1582398139-19,ODYSSEUM,1,0,,
9-1,19_1,1582398178-19,MOSSON,1,1,,
9-1,19_1,1582398140-19,ODYSSEUM,1,0,,
9-1,19_1,1582398182-19,MOSSON,1,1,,
9-1,19_1,1582398283-19,ODYSSEUM,1,0,,
9-1,19_1,1582398183-19,MOSSON,1,1,,
9-1,19_1,1582398141-19,ODYSSEUM,1,0,,
9-1,19_1,1582398242-19,MOSSON,1,1,,
9-1,19_1,1582398142-19,ODYSSEUM,1,0,,
9-1,19_1,1582398869-19,MOSSON,1,1,,
9-1,19_1,1582398143-19,ODYSSEUM,1,0,,
9-1,19_1,1582398184-19,MOSSON,1,1,,
9-1,19_1,1582398144-19,ODYSSEUM,1,0,,
9-1,19_1,1582398185-19,MOSSON,1,1,,
9-1,19_1,1582398220-19,ODYSSEUM,1,0,,
9-1,19_1,1582398186-19,MOSSON,1,1,,
9-1,19_1,1582398270-19,ODYSSEUM,1,0,,
9-1,19_1,1582398259-19,MOSSON,1,1,,
9-1,19_1,1582398145-19,ODYSSEUM,1,0,,
9-1,19_1,1582398282-19,MOSSON,1,1,,
9-1,19_1,1582398917-19,ODYSSEUM,1,0,,
9-1,19_1,1582398224-19,MOSSON,1,1,,
9-1,19_1,1582398187-19,MOSSON,1,1,,
9-1,19_1,1582398889-19,ODYSSEUM,1,0,,
9-1,19_1,1582398188-19,MOSSON,1,1,,
9-1,19_1,1582398895-19,ODYSSEUM,1,0,,
9-1,19_1,1582398297-19,ODYSSEUM,1,0,,
9-1,19_1,1582398284-19,MOSSON,1,1,,
9-1,19_1,1582398864-19,ODYSSEUM,1,0,,
9-1,19_1,1582398230-19,MOSSON,1,1,,
9-1,19_1,1582398146-19,ODYSSEUM,1,0,,
9-1,19_1,1582398147-19,ODYSSEUM,1,0,,
9-1,19_1,1582398189-19,MOSSON,1,1,,
9-1,19_1,1582398389-19,ODYSSEUM,1,0,,
9-1,19_1,1582398190-19,MOSSON,1,1,,
9-1,19_1,1582398148-19,ODYSSEUM,1,0,,
9-1,19_1,1582398191-19,MOSSON,1,1,,
9-1,19_1,1582398149-19,ODYSSEUM,1,0,,
9-1,19_1,1582398192-19,MOSSON,1,1,,
9-1,19_1,1582398871-19,ODYSSEUM,1,0,,
9-1,19_1,1582398193-19,MOSSON,1,1,,
9-1,19_1,1582398150-19,ODYSSEUM,1,0,,
9-1,19_1,1582398194-19,MOSSON,1,1,,
9-1,19_1,1582398152-19,ODYSSEUM,1,0,,
9-1,19_1,1582398195-19,MOSSON,1,1,,
9-1,19_1,1582398153-19,ODYSSEUM,1,0,,
9-1,19_1,1582398268-19,MOSSON,1,1,,
9-1,19_1,1582398213-19,ODYSSEUM,1,0,,
9-1,19_1,1582398196-19,MOSSON,1,1,,
9-1,19_1,1582398897-19,MOSSON,1,1,,
9-1,19_1,1582398898-19,ODYSSEUM,1,0,,
9-1,19_1,1582398197-19,MOSSON,1,1,,
9-1,19_1,1582398154-19,ODYSSEUM,1,0,,
9-1,19_1,1582398198-19,MOSSON,1,1,,
9-1,19_1,1582398890-19,ODYSSEUM,1,0,,
9-1,19_1,1582398199-19,MOSSON,1,1,,
9-1,19_1,1582398151-19,ODYSSEUM,1,0,,
9-1,19_1,1582398200-19,MOSSON,1,1,,
9-1,19_1,1582398873-19,ODYSSEUM,1,0,,
9-1,19_1,1582398201-19,MOSSON,1,1,,
9-1,19_1,1582398155-19,ODYSSEUM,1,0,,
9-1,19_1,1582398392-19,MOSSON,1,1,,
9-1,19_1,1582398156-19,ODYSSEUM,1,0,,
9-1,19_1,1582398285-19,MOSSON,1,1,,
9-1,19_1,1582398925-19,ODYSSEUM,1,0,,
9-1,19_1,1582398202-19,MOSSON,1,1,,
9-1,19_1,1582398901-19,ODYSSEUM,1,0,,
9-1,19_1,1582398203-19,MOSSON,1,1,,
9-1,19_1,1582398903-19,ODYSSEUM,1,0,,
9-1,19_1,1582398926-19,ODYSSEUM,1,0,,
9-1,19_1,1582398204-19,MOSSON,1,1,,
9-1,19_1,1582398924-19,ODYSSEUM,1,0,,
9-1,19_1,1582398205-19,MOSSON,1,1,,
9-1,19_1,1582398899-19,ODYSSEUM,1,0,,
9-1,19_1,1582398206-19,MOSSON,1,1,,
9-1,19_1,1582398395-19,ODYSSEUM,1,0,,
9-1,19_1,1582398207-19,MOSSON,1,1,,
9-1,19_1,1582398919-19,ODYSSEUM,1,0,,
9-1,19_1,1582398877-19,MOSSON,1,1,,
9-1,19_1,1582398382-19,ODYSSEUM,1,0,,
9-1,19_1,1582398927-19,ODYSSEUM,1,0,,
9-1,19_1,1582398214-19,MOSSON,1,1,,
9-1,19_1,1582398900-19,ODYSSEUM,1,0,,
9-1,19_1,1582398902-19,ODYSSEUM,1,0,,
9-1,19_1,1582398876-19,MOSSON,1,1,,
9-1,19_1,1582398928-19,ODYSSEUM,1,0,,
9-1,19_1,1582398215-19,MOSSON,1,1,,
9-1,19_1,1582398216-19,MOSSON,1,1,,
9-1,19_1,1582398921-19,ODYSSEUM,1,0,,
9-1,19_1,1582398208-19,MOSSON,1,1,,
9-1,19_1,1582398377-19,ODYSSEUM,1,0,,
9-1,19_1,1582398929-19,ODYSSEUM,1,0,,
9-1,19_1,1582398918-19,MOSSON,1,1,,
9-1,19_1,1582398376-19,ODYSSEUM,1,0,,
9-1,19_1,1582398210-19,MOSSON,1,1,,
9-1,19_1,1582398931-19,ODYSSEUM,1,0,,
9-1,19_1,1582398085-19,MOSSON,1,1,,
9-1,19_1,1582398336-19,MOSSON,1,1,,
9-1,19_1,1582398922-19,ODYSSEUM,1,0,,
9-1,19_1,1582398337-19,MOSSON,1,1,,
9-1,19_1,1582398934-19,ODYSSEUM,1,0,,
9-1,19_1,1582398375-19,ODYSSEUM,1,0,,
9-1,19_1,1582398892-19,MOSSON,1,1,,
9-1,19_1,1582398374-19,ODYSSEUM,1,0,,
9-1,19_1,1582398339-19,MOSSON,1,1,,
9-1,19_1,1582398932-19,ODYSSEUM,1,0,,
9-1,19_1,1582398397-19,MOSSON,1,1,,
9-1,19_1,1582398340-19,MOSSON,1,1,,
9-1,19_1,1582398905-19,ODYSSEUM,1,0,,
9-1,19_1,1582398341-19,MOSSON,1,1,,
9-1,19_1,1582398383-19,ODYSSEUM,1,0,,
9-1,19_1,1582398933-19,ODYSSEUM,1,0,,
9-1,19_1,1582398338-19,MOSSON,1,1,,
9-1,19_1,1582398930-19,ODYSSEUM,1,0,,
9-1,19_1,1582398342-19,MOSSON,1,1,,
9-1,19_1,1582398343-19,MOSSON,1,1,,
9-1,19_1,1582398878-19,ODYSSEUM,1,0,,
9-1,19_1,1582398344-19,MOSSON,1,1,,
9-1,19_1,1582398923-19,ODYSSEUM,1,0,,
9-1,19_1,1582398935-19,ODYSSEUM,1,0,,
9-1,19_1,1582398906-19,ODYSSEUM,1,0,,
9-1,19_1,1582398345-19,MOSSON,1,1,,
9-1,19_1,1582398862-19,ODYSSEUM,1,0,,
9-1,19_1,1582398346-19,MOSSON,1,1,,
9-1,19_1,1582398863-19,ODYSSEUM,1,0,,
9-1,19_1,1582398385-19,MOSSON,1,1,,
9-1,19_1,1582398861-19,ODYSSEUM,1,0,,
9-1,19_1,1582398347-19,MOSSON,1,1,,
9-1,19_1,1582398363-19,ODYSSEUM,1,0,,
9-1,19_1,1582398348-19,MOSSON,1,1,,
9-1,19_1,1582398396-19,ODYSSEUM,1,0,,
9-1,19_1,1582398349-19,MOSSON,1,1,,
9-1,19_1,1582398364-19,ODYSSEUM,1,0,,
9-1,19_1,1582398350-19,MOSSON,1,1,,
9-1,19_1,1582398365-19,ODYSSEUM,1,0,,
9-1,19_1,1582398351-19,MOSSON,1,1,,
9-1,19_1,1582398366-19,ODYSSEUM,1,0,,
9-1,19_1,1582398352-19,MOSSON,1,1,,
9-1,19_1,1582398367-19,ODYSSEUM,1,0,,
9-1,19_1,1582398353-19,MOSSON,1,1,,
9-1,19_1,1582398368-19,ODYSSEUM,1,0,,
9-1,19_1,1582398354-19,MOSSON,1,1,,
9-1,19_1,1582398369-19,ODYSSEUM,1,0,,
9-1,19_1,1582398355-19,MOSSON,1,1,,
9-1,19_1,1582398371-19,ODYSSEUM,1,0,,
9-1,19_1,1582398384-19,MOSSON,1,1,,
9-1,19_1,1582398372-19,ODYSSEUM,1,0,,
9-1,19_1,1582398356-19,MOSSON,1,1,,
9-1,19_1,1582398373-19,ODYSSEUM,1,0,,
9-1,19_1,1582398357-19,MOSSON,1,1,,
9-1,19_1,1582398335-19,MOSSON,1,1,,
9-1,19_1,1582398370-19,ODYSSEUM,1,0,,
9-1,19_1,1582398358-19,MOSSON,1,1,,
9-1,19_1,1582398386-19,ODYSSEUM,1,0,,
9-1,19_1,1582398359-19,MOSSON,1,1,,
9-1,19_1,1582398333-19,ODYSSEUM,1,0,,
9-1,19_1,1582398360-19,MOSSON,1,1,,
9-1,19_1,1582398332-19,ODYSSEUM,1,0,,
9-1,19_1,1582398394-19,MOSSON,1,1,,
9-1,19_1,1582398380-19,ODYSSEUM,1,0,,
9-1,19_1,1582398361-19,MOSSON,1,1,,
9-1,19_1,1582398103-19,ODYSSEUM,1,0,,
9-1,19_1,1582398362-19,MOSSON,1,1,,
9-1,19_1,1582398378-19,ODYSSEUM,1,0,,
9-1,19_1,1582398334-19,MOSSON,1,1,,
9-1,19_1,1582398104-19,ODYSSEUM,1,0,,
9-1,19_1,1582398331-19,MOSSON,1,1,,
9-1,19_1,1582398105-19,ODYSSEUM,1,0,,
9-1,19_1,1582398269-19,MOSSON,1,1,,
9-1,19_1,1582398379-19,ODYSSEUM,1,0,,
9-1,19_1,1582398086-19,MOSSON,1,1,,
9-1,19_1,1582398106-19,ODYSSEUM,1,0,,
9-1,19_1,1582398221-19,MOSSON,1,1,,
9-1,19_1,1582398238-19,ODYSSEUM,1,0,,
9-1,19_1,1582398286-19,MOSSON,1,1,,
9-1,19_1,1582398107-19,ODYSSEUM,1,0,,
9-1,19_1,1582398239-19,MOSSON,1,1,,
9-1,19_1,1582398388-19,ODYSSEUM,1,0,,
9-1,19_1,1582398222-19,MOSSON,1,1,,
9-1,19_1,1582398223-19,ODYSSEUM,1,0,,
9-1,19_1,1582398387-19,MOSSON,1,1,,
9-1,19_1,1582398108-19,ODYSSEUM,1,0,,
9-1,19_1,1582398287-19,MOSSON,1,1,,
9-1,19_1,1582398109-19,ODYSSEUM,1,0,,
9-1,19_1,1582398288-19,MOSSON,1,1,,
9-1,19_1,1582398110-19,ODYSSEUM,1,0,,
9-1,19_1,1582398289-19,MOSSON,1,1,,
9-1,19_1,1582398087-19,MOSSON,1,1,,
9-1,19_1,1582398111-19,ODYSSEUM,1,0,,
9-1,19_1,1582398089-19,MOSSON,1,1,,
9-1,19_1,1582398039-19,ODYSSEUM,1,0,,
9-1,19_1,1582398090-19,MOSSON,1,1,,
9-1,19_1,1582398040-19,ODYSSEUM,1,0,,
9-1,19_1,1582398290-19,MOSSON,1,1,,
9-1,19_1,1582398381-19,MOSSON,1,1,,
9-1,19_1,1582398041-19,ODYSSEUM,1,0,,
9-1,19_1,1582398091-19,MOSSON,1,1,,
9-1,19_1,1582398042-19,ODYSSEUM,1,0,,
9-1,19_1,1582398088-19,MOSSON,1,1,,
9-1,19_1,1582398033-19,MOSSON,1,1,,
9-1,19_1,1582398907-19,ODYSSEUM,1,0,,
9-1,19_1,1582398034-19,MOSSON,1,1,,
9-1,19_1,1582398043-19,ODYSSEUM,1,0,,
9-1,19_1,1582398241-19,MOSSON,1,1,,
9-1,19_1,1582398390-19,MOSSON,1,1,,
9-1,19_1,1582398044-19,ODYSSEUM,1,0,,
9-1,19_1,1582398035-19,MOSSON,1,1,,
9-1,19_1,1582398036-19,MOSSON,1,1,,
9-1,19_1,1582398045-19,ODYSSEUM,1,0,,
9-1,19_1,1582398037-19,MOSSON,1,1,,
9-1,19_1,1582398038-19,MOSSON,1,1,,
9-1,19_1,1582398046-19,ODYSSEUM,1,0,,
9-1,19_1,1582398049-19,MOSSON,1,1,,
9-1,19_1,1582398050-19,MOSSON,1,1,,
9-1,19_1,1582398398-19,ODYSSEUM,1,0,,
9-1,19_1,1582398075-19,MOSSON,1,1,,
9-1,19_1,1582398051-19,MOSSON,1,1,,
9-1,19_1,1582398243-19,ODYSSEUM,1,0,,
9-1,19_1,1582398399-19,MOSSON,1,1,,
9-1,19_1,1582398244-19,ODYSSEUM,1,0,,
9-1,19_1,1582398908-19,MOSSON,1,1,,
9-1,19_1,1582398052-19,MOSSON,1,1,,
9-1,19_1,1582398047-19,ODYSSEUM,1,0,,
9-1,19_1,1582398053-19,MOSSON,1,1,,
9-1,19_1,1582398054-19,MOSSON,1,1,,
9-1,19_1,1582398048-19,ODYSSEUM,1,0,,
9-1,19_1,1582398055-19,MOSSON,1,1,,
9-1,19_1,1582398068-19,ODYSSEUM,1,0,,
9-1,19_1,1582398056-19,MOSSON,1,1,,
9-1,19_1,1582398057-19,MOSSON,1,1,,
9-1,19_1,1582398240-19,ODYSSEUM,1,0,,
9-1,19_1,1582398058-19,MOSSON,1,1,,
9-1,19_1,1582398069-19,ODYSSEUM,1,0,,
9-1,19_1,1582398059-19,MOSSON,1,1,,
9-1,19_1,1582398070-19,ODYSSEUM,1,0,,
9-1,19_1,1582398060-19,MOSSON,1,1,,
9-1,19_1,1582398071-19,ODYSSEUM,1,0,,
9-1,19_1,1582398061-19,MOSSON,1,1,,
9-1,19_1,1582398245-19,ODYSSEUM,1,0,,
9-1,19_1,1582398249-19,MOSSON,1,1,,
9-1,19_1,1582398072-19,ODYSSEUM,1,0,,
9-1,19_1,1582398062-19,MOSSON,1,1,,
9-1,19_1,1582398073-19,ODYSSEUM,1,0,,
9-1,19_1,1582398063-19,MOSSON,1,1,,
9-1,19_1,1582398232-19,ODYSSEUM,1,0,,
9-1,19_1,1582398248-19,MOSSON,1,1,,
9-1,19_1,1582398074-19,ODYSSEUM,1,0,,
9-1,19_1,1582398064-19,MOSSON,1,1,,
9-1,19_1,1582398246-19,ODYSSEUM,1,0,,
9-1,19_1,1582398065-19,MOSSON,1,1,,
9-1,19_1,1582398231-19,MOSSON,1,1,,
9-1,19_1,1582398247-19,MOSSON,1,1,,
9-1,19_1,1582398066-19,MOSSON,1,1,,
9-1,19_1,1582398067-19,MOSSON,1,1,,
9-1,19_5,1582399023-19,MOSSON,1,1,,
9-1,19_5,1582399021-19,ODYSSEUM,1,0,,
9-1,19_5,1582399015-19,MOSSON,1,1,,
9-1,19_5,1582399024-19,MOSSON,1,1,,
9-1,19_5,1582399026-19,ODYSSEUM,1,0,,
9-1,19_5,1582399025-19,MOSSON,1,1,,
9-1,19_5,1582399027-19,ODYSSEUM,1,0,,
9-1,19_5,1582399020-19,MOSSON,1,1,,
9-1,19_5,1582399029-19,ODYSSEUM,1,0,,
9-1,19_5,1582399022-19,MOSSON,1,1,,
9-1,19_5,1582399041-19,ODYSSEUM,1,0,,
9-1,19_5,1582399032-19,ODYSSEUM,1,0,,
9-1,19_5,1582399054-19,MOSSON,1,1,,
9-1,19_5,1582399051-19,ODYSSEUM,1,0,,
9-1,19_5,1582399044-19,ODYSSEUM,1,0,,
9-1,19_5,1582399067-19,MOSSON,1,1,,
9-1,19_5,1582399074-19,ODYSSEUM,1,0,,
9-1,19_5,1582399028-19,MOSSON,1,1,,
9-1,19_5,1582399095-19,ODYSSEUM,1,0,,
9-1,19_5,1582399123-19,MOSSON,1,1,,
9-1,19_5,1582399109-19,ODYSSEUM,1,0,,
9-1,19_5,1582399138-19,ODYSSEUM,1,0,,
9-1,19_5,1582399118-19,ODYSSEUM,1,0,,
9-1,19_5,1582399162-19,MOSSON,1,1,,
9-1,19_5,1582399170-19,ODYSSEUM,1,0,,
9-1,19_5,1582399212-19,ODYSSEUM,1,0,,
9-1,19_5,1582399034-19,MOSSON,1,1,,
9-1,19_5,1582399182-19,ODYSSEUM,1,0,,
9-1,19_5,1582399244-19,ODYSSEUM,1,0,,
9-1,19_5,1582399275-19,ODYSSEUM,1,0,,
9-1,19_5,1582399242-19,ODYSSEUM,1,0,,
9-1,19_5,1582399037-19,MOSSON,1,1,,
9-1,19_5,1582399347-19,MOSSON,1,1,,
9-1,19_5,1582399282-19,ODYSSEUM,1,0,,
9-1,19_5,1582399038-19,ODYSSEUM,1,0,,
9-1,19_5,1582399042-19,MOSSON,1,1,,
9-1,19_5,1582399339-19,ODYSSEUM,1,0,,
9-1,19_5,1582399377-19,ODYSSEUM,1,0,,
9-1,19_5,1582399356-19,MOSSON,1,1,,
9-1,19_5,1582399052-19,MOSSON,1,1,,
9-1,19_5,1582399432-19,ODYSSEUM,1,0,,
9-1,19_5,1582399378-19,ODYSSEUM,1,0,,
9-1,19_5,1582399057-19,OCCITANIE,1,1,,
9-1,19_5,1582399468-19,ODYSSEUM,1,0,,
9-1,19_5,1582399079-19,MOSSON,1,1,,
9-1,19_5,1582399433-19,ODYSSEUM,1,0,,
9-1,19_5,1582399062-19,OCCITANIE,1,1,,
9-1,19_5,1582399154-19,MOSSON,1,1,,
9-1,19_5,1582399055-19,ODYSSEUM,1,0,,
9-1,19_5,1582399567-19,MOSSON,1,1,,
9-1,19_5,1582399139-19,MOSSON,1,1,,
9-1,19_5,1582399643-19,ODYSSEUM,1,0,,
9-1,19_5,1582399069-19,OCCITANIE,1,1,,
